#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Round & Round","Bob Moses",50,122,"canadian electronic, canadian house","Electronic","Round & Round",2023-10-06,03:39,69,77,0,7,21,0,10,-5,A Minor,4,2024-01-13,6aUk3zMedZd18Axi3ZO8lN,"Domino Recording Company/Astralwerks",8A,,https://i.scdn.co/image/ab67616d00004851ef1983d908ff67c167114ee5
2,"Devil's Prescription","ZHU",40,122,"edm, electro house","Electronic","Days Before Grace",2023-09-08,03:47,75,56,7,0,21,0,10,-6,G#/A♭ Minor,4,2024-01-13,2ZK6XVwxGKzdEqJn3y9fwi,"Astralwerks",1A,,https://i.scdn.co/image/ab67616d00004851021b1edf5e9cc7142002f867
3,"Take My Soul","ZHU,Devault",50,107,"edm, electro house, vapor twitch","Electronic","Days Before Grace",2023-09-08,05:01,66,73,4,21,22,0,20,-5,G#/A♭ Minor,4,2024-01-13,2Qe6S4Xy5rS2Vidoaxp6b0,"Astralwerks",1A,,https://i.scdn.co/image/ab67616d00004851021b1edf5e9cc7142002f867
4,"Days Before Grace","ZHU",39,88,"edm, electro house","Electronic","Days Before Grace",2023-09-08,04:22,46,47,21,0,12,10,10,-4,D Major,4,2024-01-13,3zptIHCyfvKTS8Wnt1p6hI,"Astralwerks",10B,,https://i.scdn.co/image/ab67616d00004851021b1edf5e9cc7142002f867
5,"Blind Believer","ZHU,Reo Cragun,Rexx Life Raj",35,104,"edm, electro house, canadian hip hop, trap soul, cali rap","Hip Hop, Electronic, R&B","Days Before Grace",2023-09-08,03:29,60,68,3,0,47,0,10,-4,D Major,4,2024-01-13,0IAtBxqtDL45CU85wcoQHD,"Astralwerks",10B,,https://i.scdn.co/image/ab67616d00004851021b1edf5e9cc7142002f867
6,"Changes","ZHU",43,128,"edm, electro house","Electronic","Changes",2023-07-28,04:22,70,84,10,2,3,0,10,-5,A Minor,4,2024-01-13,0uv3BtICvv2Y4CWS3vIV28,"Astralwerks",8A,,https://i.scdn.co/image/ab67616d0000485111ba0aaaab389f16648df8fa
7,"Friends - Bridges Remix","Emmit Fenn,Bridges",35,130,"chill house, melodic house","Electronic","Friends",2023-09-01,03:04,71,83,7,8,52,0,10,-6,F#/G♭ Major,4,2024-01-13,2zqAYegY4aGmT9ofqGUoxg,"TH3RD BRAIN",2B,https://p.scdn.co/mp3-preview/1c137b55d26abf127570c8780ece2361901e2cb6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851529c366a7f04497488ecc319
8,"If Everything Was Different - Effemar Remix","Emmit Fenn,Effemar",40,120,"chill house, ","Electronic","If Everything Was Different (Effemar Remix)",2023-09-15,02:26,87,67,13,46,38,0,10,-7,C Major,4,2024-01-13,6K8D9JcbRLh6AMgXUtMTvK,"TH3RD BRAIN",8B,https://p.scdn.co/mp3-preview/e854593928d900d0530c2263dad9b83178074efb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518169dac4b8ce15a6f0d88384
9,"Meaning Of Love","Kaskade,Digital Youth",36,124,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","Electronic","REDUX 006",2023-10-27,06:41,65,75,47,5,8,0,0,-8,A#/B♭ Minor,4,2024-01-13,4drQLgjrxiCRjFaBAMGIXy,"Arkade",3A,https://p.scdn.co/mp3-preview/577fbecd9c5c89c77ab3d20f5f9ba184584fdcc7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
10,"You & I - Mansionair Remix","Vallis Alps,Mansionair",37,127,"australian indie, vapor soul, aussietronica, indietronica","Electronic, Pop, R&B","You & I (Mansionair Remix)",2023-10-05,03:57,76,91,1,0,45,0,10,-7,D#/E♭ Major,4,2024-01-13,0t5WDA4jaAYWCacACgG0HK,"Vallis Alps",5B,https://p.scdn.co/mp3-preview/d7bdd845a4e0be8692597b0b8e7c30ee65e7bd98?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510c73ccb97c0f9f6eec6985e2
11,"Its Gone","Kaskade,Crayskool",36,125,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:54,81,69,2,78,16,0,20,-9,D#/E♭ Minor,4,2024-01-13,6dtb2QnWBil2KVnlPgP7DS,"Arkade",2A,https://p.scdn.co/mp3-preview/cfc3127efbe9505cabe87f3f7cc5227a34225d75?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
12,"Its Gone","Kaskade,Crayskool",36,125,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, ","REDUX 006",2023-10-27,03:54,81,69,2,78,16,0,20,-9,D#/E♭ Minor,4,2024-01-13,6dtb2QnWBil2KVnlPgP7DS,"Arkade",2A,https://p.scdn.co/mp3-preview/cfc3127efbe9505cabe87f3f7cc5227a34225d75?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
13,"Morning Light","Le Youth",44,124,"house, melodic house, nu disco, uk dance","house, melodic house, nu disco, uk dance","About Us",2023-09-29,04:33,65,64,0,54,17,0,10,-9,A#/B♭ Minor,4,2024-01-13,7fJ5UGjo2oiNG1pmIboATC,"This Never Happened",3A,https://p.scdn.co/mp3-preview/006dcecc4ac31502aca683dd785a615dbe56dced?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3a036162e4c2f4a95a215c2
14,"Morning Light","Le Youth",44,124,"house, melodic house, nu disco, uk dance","house, melodic house, nu disco, uk dance","About Us",2023-09-29,04:33,65,64,0,54,17,0,10,-9,A#/B♭ Minor,4,2024-01-13,7fJ5UGjo2oiNG1pmIboATC,"This Never Happened",3A,https://p.scdn.co/mp3-preview/006dcecc4ac31502aca683dd785a615dbe56dced?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3a036162e4c2f4a95a215c2
15,"Morning Light","Le Youth",44,124,"house, melodic house, nu disco, uk dance","house, melodic house, nu disco, uk dance","About Us",2023-09-29,04:33,65,64,0,54,17,0,10,-9,A#/B♭ Minor,4,2024-01-13,7fJ5UGjo2oiNG1pmIboATC,"This Never Happened",3A,https://p.scdn.co/mp3-preview/006dcecc4ac31502aca683dd785a615dbe56dced?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3a036162e4c2f4a95a215c2
16,"Morning Light","Le Youth",44,124,"house, melodic house, nu disco, uk dance","house, melodic house, nu disco, uk dance","About Us",2023-09-29,04:33,65,64,0,54,17,0,10,-9,A#/B♭ Minor,4,2024-01-13,7fJ5UGjo2oiNG1pmIboATC,"This Never Happened",3A,https://p.scdn.co/mp3-preview/006dcecc4ac31502aca683dd785a615dbe56dced?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3a036162e4c2f4a95a215c2
17,"Brighter","Kaskade,Emmit Fenn",39,175,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","REDUX 006",2023-10-27,03:41,10,38,6,2,4,0,0,-9,G#/A♭ Minor,4,2024-01-13,7DsqaVr4YXpNTNSLlqWBxR,"Arkade",1A,https://p.scdn.co/mp3-preview/5d04c9c7cdf60c130395ddd9b8baa368d596cb32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
18,"Brighter","Kaskade,Emmit Fenn",39,175,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","REDUX 006",2023-10-27,03:41,10,38,6,2,4,0,0,-9,G#/A♭ Minor,4,2024-01-13,7DsqaVr4YXpNTNSLlqWBxR,"Arkade",1A,https://p.scdn.co/mp3-preview/5d04c9c7cdf60c130395ddd9b8baa368d596cb32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
19,"Brighter","Kaskade,Emmit Fenn",39,175,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","REDUX 006",2023-10-27,03:41,10,38,6,2,4,0,0,-9,G#/A♭ Minor,4,2024-01-13,7DsqaVr4YXpNTNSLlqWBxR,"Arkade",1A,https://p.scdn.co/mp3-preview/5d04c9c7cdf60c130395ddd9b8baa368d596cb32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
20,"Brighter","Kaskade,Emmit Fenn",39,175,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","REDUX 006",2023-10-27,03:41,10,38,6,2,4,0,0,-9,G#/A♭ Minor,4,2024-01-13,7DsqaVr4YXpNTNSLlqWBxR,"Arkade",1A,https://p.scdn.co/mp3-preview/5d04c9c7cdf60c130395ddd9b8baa368d596cb32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
21,"Brighter","Kaskade,Emmit Fenn",39,175,"edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","edm, electro house, pop dance, progressive electro house, progressive house, vocal house, chill house","REDUX 006",2023-10-27,03:41,10,38,6,2,4,0,0,-9,G#/A♭ Minor,4,2024-01-13,7DsqaVr4YXpNTNSLlqWBxR,"Arkade",1A,https://p.scdn.co/mp3-preview/5d04c9c7cdf60c130395ddd9b8baa368d596cb32?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336aea94d7ff4c56b5170d9f
22,"DEVOTION - Mansionair Remix","Mild Minds,Mansionair",44,124,"australian dance, aussietronica, indietronica","Electronic, Pop","DEVOTION (Mansionair Remix)",2023-09-21,04:19,73,83,55,93,51,0,0,-8,D Minor,4,2024-01-13,6d8DvkfIHiilazeqFiAMBB,"Foreign Family Collective",7A,https://p.scdn.co/mp3-preview/5368e955dd4727e0db689b7a8839195bd70fc183?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851719052b0ab8df59157f56557
23,"Romantic Homicide - Spotify Singles","WHIPPED CREAM",50,134,"canadian electronic, electra","canadian electronic, electra","Spotify Singles",2023-09-06,03:17,61,65,14,1,34,0,10,-9,F#/G♭ Major,4,2024-01-13,1P7xMiKHrAl4e5Vbi6NbPf,"Monstercat",2B,https://p.scdn.co/mp3-preview/7ba09e2cedf3951d36dc6f978a647e579ab31008?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149a1a377ccb8fb4b2a1b3233
24,"Romantic Homicide - Spotify Singles","WHIPPED CREAM",50,134,"canadian electronic, electra","canadian electronic, electra","Spotify Singles",2023-09-06,03:17,61,65,14,1,34,0,10,-9,F#/G♭ Major,4,2024-01-13,1P7xMiKHrAl4e5Vbi6NbPf,"Monstercat",2B,https://p.scdn.co/mp3-preview/7ba09e2cedf3951d36dc6f978a647e579ab31008?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149a1a377ccb8fb4b2a1b3233
25,"Romantic Homicide - Spotify Singles","WHIPPED CREAM",50,134,"canadian electronic, electra","canadian electronic, electra","Spotify Singles",2023-09-06,03:17,61,65,14,1,34,0,10,-9,F#/G♭ Major,4,2024-01-13,1P7xMiKHrAl4e5Vbi6NbPf,"Monstercat",2B,https://p.scdn.co/mp3-preview/7ba09e2cedf3951d36dc6f978a647e579ab31008?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485149a1a377ccb8fb4b2a1b3233
26,"Afraid To Love","Vandelux",41,123,"stutter house","stutter house","When The Light Breaks",2023-09-15,03:11,68,69,1,7,38,0,10,-8,C Minor,4,2024-01-13,3CQMQeFPFB9zFNHWvapR9E,"TH3RD BRAIN",5A,https://p.scdn.co/mp3-preview/4aaf33dacb417d6c8935f537b36fcf38134c0e66?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851601463279811a8b9be5408c8
27,"Afraid To Love","Vandelux",41,123,"stutter house","stutter house","When The Light Breaks",2023-09-15,03:11,68,69,1,7,38,0,10,-8,C Minor,4,2024-01-13,3CQMQeFPFB9zFNHWvapR9E,"TH3RD BRAIN",5A,https://p.scdn.co/mp3-preview/4aaf33dacb417d6c8935f537b36fcf38134c0e66?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851601463279811a8b9be5408c8
28,"Runaway","Autograf",42,136,"deep tropical house, pop edm, vapor soul, vapor twitch","Electronic, R&B","Affirmations",2023-08-18,02:45,64,94,36,10,62,0,20,-7,C Minor,4,2024-01-15,3umVRp5FJtkvh6VUZpra8C,"Armada Music Albums",5A,https://p.scdn.co/mp3-preview/06c7c03ea69634e66ce43766dcf03754d19b7343?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf9f6723a85273a1a37dbd47
29,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
30,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
31,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
32,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
33,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
34,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
35,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
36,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
37,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
38,"I Know That I Need You","PINES",29,124,"","","I Know That I Need You",2023-09-22,05:29,64,69,1,73,4,0,0,-9,F#/G♭ Minor,4,2024-01-15,0S2V9xp2MXQx9NaCgSt8qD,"PINES",11A,https://p.scdn.co/mp3-preview/5ef5da0cfba3b953fff94242fca1d1a113d61375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2066085d158934f997dea65
39,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
40,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
41,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
42,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
43,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
44,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
45,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
46,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
47,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
48,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
49,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
50,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
51,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
52,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
53,"When I'm With You","Devault",32,132,"vapor twitch","vapor twitch","When I'm With You",2023-09-01,03:35,55,88,5,0,22,0,0,-6,B Minor,4,2024-01-15,6g76NQy1MbKKWoCSPLU49A,"Ultra Records, LLC",10A,https://p.scdn.co/mp3-preview/abfe8e1c9736c0d31e4c74c12c299266a66b4e83?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485187ccba928e7b5000b59992c6
54,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
55,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
56,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
57,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
58,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
59,"The Birdie That Never Was - Lipless Remix","Boo Seeka,Lipless",34,120,"aussietronica, australian indie, melodic house","aussietronica, australian indie, melodic house","The Birdie That Never Was (Lipless Remix)",2023-10-06,04:06,61,86,5,26,8,0,10,-8,G#/A♭ Major,4,2024-01-15,348nGSQNyPXEn9mE6BSm1h,"Palm Tree Records",4B,https://p.scdn.co/mp3-preview/48ed0596f8ded3b5b2f340f2da2ac24ef996365b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516a02bda0e65c127bf623939a
